ko_wpos	ko_pospat	ko	en	en_semantic_tags	en_semantic_tags_tokenwise	category	note
올해/NNG 수준/NNG	NNG NNG	올해 수준	level	A6.1- | N3.7 N5 S5+ A5.1 X9.1 A4.1 S7.1 | O4.4 A4.2+ | O4.4 Q2.2 M2		GENERAL & ABSTRACT TERMS	연결
연루/NNG 의혹/NNG	NNG NNG	연루 의혹	involvement	A1.8+ S3.2		GENERAL & ABSTRACT TERMS	연결
공사장/NNG 생활폐기물/NNG	NNG NNG	공사장 생활폐기물	garbage	X7-/O2 A5.1-		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
발표__01/NNG 전__08/NNG	NNG NNG	발표__01 전__08	presentation	O4.1 Q2.2 S1.1.1 K4		SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
재벌__02/NNG 총수__03/NNG	NNG NNG	재벌__02 총수__03	owners	A9+/S2mf		GENERAL & ABSTRACT TERMS	연결
관련/NNG 제반__05/NNG	NNG NNG	관련 제반__05	related	A2.2 S4		GENERAL & ABSTRACT TERMS	연결
지난해/NNG 관련/NNG	NNG NNG	지난해 관련	related	A2.2 S4		GENERAL & ABSTRACT TERMS	연결
토지__02/NNG 보상__01/NNG	NNG NNG	토지__02 보상__01	compensation	S8+		SOCIAL ACTIONS, STATES & PROCESSES	연결
중증__01/NNG 장애__02/NNG	NNG NNG	중증__01 장애__02	disabilities	B2- X9.1-		THE BODY & THE INDIVIDUAL	연결
속__01/NNG 장면__04/NNG	NNG NNG	속__01 장면__04	scene	K4 C1 A8 A1.1.1 M7 S1.1.1 E3- E2+		ENTERTAINMENT, SPORTS & GAMES	연결
연합__03/NNG 방위__04/NNG	NNG NNG	연합__03 방위__04	combined	A2.2 A1.8+ S5+c F4		GENERAL & ABSTRACT TERMS	연결
부조리/NNG 신고__01/NNG	NNG NNG	부조리 신고__01	reporting	Q2.2 S7.1-		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
세금__01/NNG 혜택/NNG	NNG NNG	세금__01 혜택	benefits	S8+ | S8+ I1.1/G1.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
쓰레기/NNG 처리__02/NNG	NNG NNG	쓰레기 처리__02	waste	N5.2+ | N5.2+ O4.2- | N5.2+ X9.2- N3.2-/A2.1		NUMBERS & MEASUREMENT	연결
연결__01/NNG 도로__07/NNG	NNG NNG	연결__01 도로__07	road	M3 X4.2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
업무__02/NNG 복귀/NNG	NNG NNG	업무__02 복귀	return	M1 A9- N6 | M1 A9- S1.1.2+ N6 I1.1 G1.1/Q1.2 M3 K5.1 Y2% | M6 S1.1.2+		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
유세__05/NNG 차량__01/NNG	NNG NNG	유세__05 차량__01	vehicle	M3fn X4.2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
재난/NNG 복구__02/NNG	NNG NNG	재난 복구__02	recovery	B2+ A5.1+/A2.1 A9+		THE BODY & THE INDIVIDUAL	연결
이자__05/NNG 연체__01/NNG	NNG NNG	이자__05 연체__01	interest	X5.2+ | X5.2+ I1.1 S8+ S1.1.3+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
특별/NNG 자치__06/NNG	NNG NNG	특별 자치__06	Special	A4.2+ A6.2- | A4.2+ G2.1/S2mf		GENERAL & ABSTRACT TERMS	연결
진전__08/NNG 여부__01/NNG	NNG NNG	진전__08 여부__01	whether	Z5		NAMES & GRAMMATICAL WORDS	연결
상장__06/NNG 여부__01/NNG	NNG NNG	상장__06 여부__01	whether	Z5		NAMES & GRAMMATICAL WORDS	연결
여부__01/NNG 자체__02/NNG	NNG NNG	여부__01 자체__02	whether	Z5		NAMES & GRAMMATICAL WORDS	연결
상소__02/NNG 여부__01/NNG	NNG NNG	상소__02 여부__01	whether	Z5		NAMES & GRAMMATICAL WORDS	연결
교부__02/NNG 여부__01/NNG	NNG NNG	교부__02 여부__01	whether	Z5		NAMES & GRAMMATICAL WORDS	연결
상대__04/NNG 차량__01/NNG	NNG NNG	상대__04 차량__01	vehicle	M3fn X4.2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
관련/NNG 공모__01/NNG	NNG NNG	관련 공모__01	related	A2.2 S4		GENERAL & ABSTRACT TERMS	연결
관련/NNG 출원__02/NNG	NNG NNG	관련 출원__02	related	A2.2 S4		GENERAL & ABSTRACT TERMS	연결
실종자/NNG 가족__01/NNG	NNG NNG	실종자 가족__01	families	S4 A4.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
경우__03/NNG 특정/NNG	NNG NNG	경우__03 특정	certain	A4.2+ A7+		GENERAL & ABSTRACT TERMS	연결
참여/NNG 문의__03/NNG	NNG NNG	참여 문의__03	participation	S1.1.3+		SOCIAL ACTIONS, STATES & PROCESSES	연결
대비__09/NNG 지난해/NNG	NNG NNG	대비__09 지난해	compared	A6 A5.1 Q3		GENERAL & ABSTRACT TERMS	연결
경찰__04/NNG 이하__02/NNG	NNG NNG	경찰__04 이하__02	Police	G2.1 | G2.1 G2.2		GOVT. & THE PUBLIC DOMAIN	연결
출제위원/NNG 출신/NNG	NNG NNG	출제위원 출신	committee	S7.1+/S5+c		SOCIAL ACTIONS, STATES & PROCESSES	연결
발령/NNG 기준__03/NNG	NNG NNG	발령 기준__03	standard	A5.1 G2.2 Q1.1 O2@ | A6.2+		GENERAL & ABSTRACT TERMS	연결
목적__03/NNG 회사__04/NNG	NNG NNG	목적__03 회사__04	company	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c		MONEY & COMMERCE	연결
고용__03/NNG 관련/NNG	NNG NNG	고용__03 관련	employment-related		"employment = ""I3.1""; related = ""A2.2 S3.1 X2.5+ Q2.1 | Z3c"""		연결(토큰 단위)
이후__02/NNG 이용자/NNG	NNG NNG	이후__02 이용자	users	A1.5.1/S2mf		GENERAL & ABSTRACT TERMS	연결
정보__06/NNG 이용자/NNG	NNG NNG	정보__06 이용자	users	A1.5.1/S2mf		GENERAL & ABSTRACT TERMS	연결
때__01/NNG 관련/NNG	NNG NNG	때__01 관련	related	A2.2 S4		GENERAL & ABSTRACT TERMS	연결
소비자/NNG 물가__02/NNG	NNG NNG	소비자 물가__02	consumer	I2.2/S2mf		MONEY & COMMERCE	연결
물류/NNG 공급__02/NNG	NNG NNG	물류 공급__02	supply	A9- | A9- A9+ S8+%		GENERAL & ABSTRACT TERMS	연결
하이__88/NNG 투자__02/NNG	NNG NNG	하이__88 투자__02	Investment	I1.1		MONEY & COMMERCE	연결
도서관/NNG 관련/NNG	NNG NNG	도서관 관련	library-related		"library = ""Q4.1/H1c""; related = ""A2.2 S3.1 X2.5+ Q2.1 | Z3c"""		연결(토큰 단위)
가구__03/NNG 소득/NNG	NNG NNG	가구__03 소득	households	S4c B4		SOCIAL ACTIONS, STATES & PROCESSES	연결
관__01/NNG 합동__01/NNG	NNG NNG	관__01 합동__01	jointly	S1.1.2+		SOCIAL ACTIONS, STATES & PROCESSES	연결
국군__02/NNG 부산__01/NNG	NNG NNG	국군__02 부산__01	Busan				미연결(전체)
세습__03/NNG 문제__06/NNG	NNG NNG	세습__03 문제__06	issue	A9- | X4.1 Q4.2 S4 A9-		GENERAL & ABSTRACT TERMS	연결
텔레/NNG 노벨라/NNG	NNG NNG	텔레 노벨라	Telenovela				미연결(전체)
정치__03/NNG 관여/NNG	NNG NNG	정치__03 관여	politics	G1.2c		GOVT. & THE PUBLIC DOMAIN	연결
의료__02/NNG 영역__03/NNG	NNG NNG	의료__02 영역__03	medical	B3		THE BODY & THE INDIVIDUAL	연결
신__09/NNG 의료__02/NNG	NNG NNG	신__09 의료__02	medical	B3		THE BODY & THE INDIVIDUAL	연결
해외/NNG 의료봉사/NNG	NNG NNG	해외 의료봉사	medical	B3		THE BODY & THE INDIVIDUAL	연결
관련/NNG 단체__02/NNG	NNG NNG	관련 단체__02	associations	S5+c A6.1+/X2.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
지판__88/NNG 매__01/NNG	NNG NNG	지판__88 매__01	Gu				미연결(전체)
구정__06/NNG 시책__01/NNG	NNG NNG	구정__06 시책__01	Gu				미연결(전체)
위탁/NNG 수수료/NNG	NNG NNG	위탁 수수료	fees	I1.3 I1		MONEY & COMMERCE	연결
대표/NNG 시절__01/NNG	NNG NNG	대표 시절__01	leader	S7.1+/S2mf A5.1+++/S2mf Q4.2 G2.1/S2mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
국회/NNG 정문__03/NNG	NNG NNG	국회 정문__03	Assembly	S5+c A9+ A1.1.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
개선__01/NNG 캠페인/NNG	NNG NNG	개선__01 캠페인	improve	A5.1+/A2.1		GENERAL & ABSTRACT TERMS	연결
자동차/NNG 관련/NNG	NNG NNG	자동차 관련	automobile	M3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
공약__01/NNG 이행__08/NNG	NNG NNG	공약__01 이행__08	commitment	S6+ A1.7+/G2.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
국내__02/NNG 부동산/NNG	NNG NNG	국내__02 부동산	estate	M7/F4 H4 I1.1 M3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
지역__03/NNG 자체__02/NNG	NNG NNG	지역__03 자체__02	area	M7 A4.1 N3.6		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
가해/NNG 남성__01/NNG	NNG NNG	가해 남성__01	man	I3.1 | S2.2m		MONEY & COMMERCE	연결
예약/NNG 취소__01/NNG	NNG NNG	예약 취소__01	cancel	T2-		TIME	연결
주문__04/NNG 취소__01/NNG	NNG NNG	주문__04 취소__01	cancel	T2-		TIME	연결
사고__12/NNG 접수__03/NNG	NNG NNG	사고__12 접수__03	accident	A1.1.2 A1.4 | Z3c		GENERAL & ABSTRACT TERMS	연결
홈페이지/NNG 참조__02/NNG	NNG NNG	홈페이지 참조__02	website	Y2		SCIENCE & TECHNOLOGY	연결
남녀노소/NNG 모두__01/NNG	NNG NNG	남녀노소 모두__01	men	S2.2m		SOCIAL ACTIONS, STATES & PROCESSES	연결
올해/NNG 추가__02/NNG	NNG NNG	올해 추가__02	additional	N5++		NUMBERS & MEASUREMENT	연결
추가__02/NNG 징계/NNG	NNG NNG	추가__02 징계	additional	N5++		NUMBERS & MEASUREMENT	연결
보건__01/NNG 당국__02/NNG	NNG NNG	보건__01 당국__02	Health	B2 X9.2		THE BODY & THE INDIVIDUAL	연결
장애인/NNG 노인__01/NNG	NNG NNG	장애인 노인__01	disabled	A1.1.2 | B2- A1.1.2 B2-/S2c		GENERAL & ABSTRACT TERMS	연결
무료__01/NNG 관람/NNG	NNG NNG	무료__01 관람	free	S6- A1.7- | S6- A1.7- A1.5.1- I1.3- | S6- A1.7- I1.3-		SOCIAL ACTIONS, STATES & PROCESSES	연결
이번__01/NNG 협약__01/NNG	NNG NNG	이번__01 협약__01	pact	G1.1 X6+		GOVT. & THE PUBLIC DOMAIN	연결
사법__02/NNG 정책실/NNG	NNG NNG	사법__02 정책실	Policy	X7+ Q1.2		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
전국__03/NNG 아파트/NNG	NNG NNG	전국__03 아파트	apartments	H1/H4		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
발화__01/NNG 원인__02/NNG	NNG NNG	발화__01 원인__02	cause	A2.2 | A2.2 X2.1 X4.1 | Z5/A2.2		GENERAL & ABSTRACT TERMS	연결
배송__04/NNG 완료/NNG	NNG NNG	배송__04 완료	delivered	M2 Q2.1 X9.2+ B3 S9%		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
기조__01/NNG 변화/NNG	NNG NNG	기조__01 변화	changes	A2.1+ I1 B1 | A2.1+ I1 B5		GENERAL & ABSTRACT TERMS	연결
얼굴/NNG 모습__01/NNG	NNG NNG	얼굴 모습__01	face	B1 W3 O2 A8 S1.2.3+ | M6 S1.1.1 X2.1 B5		THE BODY & THE INDIVIDUAL	연결
자료__03/NNG 협조__01/NNG	NNG NNG	자료__03 협조__01	data	X2.2/X2.4 Q1.1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
구매__02/NNG 카드/NNG	NNG NNG	구매__02 카드	purchase	I2.2		MONEY & COMMERCE	연결
압수__02/NNG 자료__03/NNG	NNG NNG	압수__02 자료__03	data	X2.2/X2.4 Q1.1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
통신__01/NNG 상태__01/NNG	NNG NNG	통신__01 상태__01	communication	Q2.1 Q1.2 Q1.3 Q4.3		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
자료__03/NNG 처리__02/NNG	NNG NNG	자료__03 처리__02	data	X2.2/X2.4 Q1.1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
자료__03/NNG 일체__01/NNG	NNG NNG	자료__03 일체__01	data	X2.2/X2.4 Q1.1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
자료__03/NNG 보완/NNG	NNG NNG	자료__03 보완	data	X2.2/X2.4 Q1.1		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
포인트/NNG 안무__02/NNG	NNG NNG	포인트 안무__02	point	A10+ M6 H1 | Q2.1 X4.1 A5.1 A1.5.2 M7 T1.2 O4.4 O3 K5		GENERAL & ABSTRACT TERMS	연결
고용__03/NNG 대란/NNG	NNG NNG	고용__03 대란	employment	I3.1		MONEY & COMMERCE	연결
동안__01/NNG 고용__03/NNG	NNG NNG	동안__01 고용__03	employment	I3.1		MONEY & COMMERCE	연결
고용__03/NNG 유발__02/NNG	NNG NNG	고용__03 유발__02	employment	I3.1		MONEY & COMMERCE	연결
유치원/NNG 원장__07/NNG	NNG NNG	유치원 원장__07	directors	S7.1+/S2mf K4/S2mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
인류__01/NNG 문명__03/NNG	NNG NNG	인류__01 문명__03	human	S2 S1.2.1+ | S2mf		SOCIAL ACTIONS, STATES & PROCESSES	연결
경우__03/NNG 국제__02/NNG	NNG NNG	경우__03 국제__02	International	M7 | M7/S5+c K5.1 K5.1/S2mf		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
국제__02/NNG 합창__01/NNG	NNG NNG	국제__02 합창__01	International	M7 | M7/S5+c K5.1 K5.1/S2mf		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
임원__01/NNG 추천__03/NNG	NNG NNG	임원__01 추천__03	recommended	Q2.2		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
재직__01/NNG 휴가__01/NNG	NNG NNG	재직__01 휴가__01	leave	K1/T1.3 S7.4+ | M1 M2 A1.1.1 A1.9 A9- T2-		ENTERTAINMENT, SPORTS & GAMES	연결
도로__07/NNG 개설__02/NNG	NNG NNG	도로__07 개설__02	roads	M3 X4.2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
다리__02/NNG 근처/NNG	NNG NNG	다리__02 근처	near	M1/N3.3- | N3.3- | N3.3- S3.1 A6.1+ A13.4 T1.3- | Z5		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
인근/NNG 사거리__01/NNG	NNG NNG	인근 사거리__01	near	M1/N3.3- | N3.3- | N3.3- S3.1 A6.1+ A13.4 T1.3- | Z5		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
피서지/NNG 주변__04/NNG	NNG NNG	피서지 주변__04	near	M1/N3.3- | N3.3- | N3.3- S3.1 A6.1+ A13.4 T1.3- | Z5		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
공동__02/NNG 노력__01/NNG	NNG NNG	공동__02 노력__01	effort	X8+ O2		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
국립/NNG 대__04/NNG	NNG NNG	국립 대__04	National	Z3c		NAMES & GRAMMATICAL WORDS	연결
국립/NNG 이슬람/NNG	NNG NNG	국립 이슬람	National	Z3c		NAMES & GRAMMATICAL WORDS	연결
작성__01/NNG 이후__02/NNG	NNG NNG	작성__01 이후__02	since	N4 | Z5		NUMBERS & MEASUREMENT	연결
도로__07/NNG 분야/NNG	NNG NNG	도로__07 분야	road	M3 X4.2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
투자__02/NNG 기법__01/NNG	NNG NNG	투자__02 기법__01	investment	I1.1		MONEY & COMMERCE	연결
단거리__03/NNG 노선__01/NNG	NNG NNG	단거리__03 노선__01	short-distance		"short = ""N5- T1.3- | O3 | Q4.3 F2 O3 | T1.3- N3.7- N3.3- N5- S1.2.4- N3.8+@ F1%""; distance = ""A1.9 | N3.3+ S1.2.1-"""		연결(토큰 단위)
약안/NNG 전처/NNG	NNG NNG	약안 전처	Drug	B3 | B3 F3		THE BODY & THE INDIVIDUAL	연결
교량__02/NNG 터널/NNG	NNG NNG	교량__02 터널	tunnels	A1.1.1 | O2 M7		GENERAL & ABSTRACT TERMS	연결
사람/NNG 중심__01/NNG	NNG NNG	사람 중심__01	person-centered		"person = ""S2mfc""; centered = ""M6 | M6 H1c M7c G1.2c K5.1mfn"""		연결(토큰 단위)
투자__02/NNG 효과__01/NNG	NNG NNG	투자__02 효과__01	investment	I1.1		MONEY & COMMERCE	연결
유치__08/NNG 확대__02/NNG	NNG NNG	유치__08 확대__02	expanding	N3.2+/A2.1 | N3.2+/A2.1 Q2.2/N5++ A4.2-/A2.1		NUMBERS & MEASUREMENT	연결
경기지역/NNG 화폐/NNG	NNG NNG	경기지역 화폐	currency	I1 A6.2+		MONEY & COMMERCE	연결
각종/NNG 재난/NNG	NNG NNG	각종 재난	disasters	A5.1--- X9.2- A1.1.2/W4		GENERAL & ABSTRACT TERMS	연결
관내__02/NNG 기업체/NNG	NNG NNG	관내__02 기업체	businesses	I2.1 A1.1.1 A5.1+++		MONEY & COMMERCE	연결
합의안/NNG 비준__02/NNG	NNG NNG	합의안 비준__02	agreement	A6.1+ Q2.2		GENERAL & ABSTRACT TERMS	연결
동의__02/NNG 지수__07/NNG	NNG NNG	동의__02 지수__07	agreement	A6.1+ Q2.2		GENERAL & ABSTRACT TERMS	연결
합의__02/NNG 처리__02/NNG	NNG NNG	합의__02 처리__02	agreement	A6.1+ Q2.2		GENERAL & ABSTRACT TERMS	연결
여야__02/NNG 합의__02/NNG	NNG NNG	여야__02 합의__02	agreement	A6.1+ Q2.2		GENERAL & ABSTRACT TERMS	연결
합의__01/NNG 시한__02/NNG	NNG NNG	합의__01 시한__02	agreement	A6.1+ Q2.2		GENERAL & ABSTRACT TERMS	연결
협약__01/NNG 보증/NNG	NNG NNG	협약__01 보증	agreement	A6.1+ Q2.2		GENERAL & ABSTRACT TERMS	연결
분담금/NNG 협정/NNG	NNG NNG	분담금 협정	agreement	A6.1+ Q2.2		GENERAL & ABSTRACT TERMS	연결
권역/NNG 응급의료/NNG	NNG NNG	권역 응급의료	medical	B3		THE BODY & THE INDIVIDUAL	연결
대응__02/NNG 회의__04/NNG	NNG NNG	대응__02 회의__04	meeting	S1.1.3+ S3.1 K5.1 S9 A1.1.1 X9.2+ A6.1+		SOCIAL ACTIONS, STATES & PROCESSES	연결
매출/NNG 규모/NNG	NNG NNG	매출 규모	Sales	I2.2 I2.2/I1.3-		MONEY & COMMERCE	연결
이미지/NNG 사진__07/NNG	NNG NNG	이미지 사진__07	image	A6.1+ A8 X3.4 X2.1 C1 | O4.1 A8 X2.1 C1		GENERAL & ABSTRACT TERMS	연결
품질__03/NNG 고급화/NNG	NNG NNG	품질__03 고급화	quality	A5.1 A5.1+ O4.1		GENERAL & ABSTRACT TERMS	연결
회의__04/NNG 연기__05/NNG	NNG NNG	회의__04 연기__05	meeting	S1.1.3+ S3.1 K5.1 S9 A1.1.1 X9.2+ A6.1+		SOCIAL ACTIONS, STATES & PROCESSES	연결
공__01/NNG 암풍/NNG	NNG NNG	공__01 암풍	Gongam				미연결(전체)
미팅/NNG 시__13/NNG	NNG NNG	미팅 시__13	meeting	S1.1.3+ S3.1 K5.1 S9 A1.1.1 X9.2+ A6.1+		SOCIAL ACTIONS, STATES & PROCESSES	연결
수요__06/NNG 부족__01/NNG	NNG NNG	수요__06 부족__01	demand	Q2.2 S6+ X7+		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
접속/NNG 기록__02/NNG	NNG NNG	접속 기록__02	access	M1 A9+ A1.1.1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
몸__01/NNG 구석구석/NNG	NNG NNG	몸__01 구석구석	body	B1 O2 S5+c O4.1 S2mf		THE BODY & THE INDIVIDUAL	연결
상고__03/NNG 사건__01/NNG	NNG NNG	상고__03 사건__01	case	A4.1 O2 G2.1 B3 X4.1 Q3		GENERAL & ABSTRACT TERMS	연결
버스__02/NNG 노선__01/NNG	NNG NNG	버스__02 노선__01	buses	M3 | M3fn		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
복구__02/NNG 비용__03/NNG	NNG NNG	복구__02 비용__03	costs	I1.3 | I1.3 I1.2		MONEY & COMMERCE	연결
전문__08/NNG 매각/NNG	NNG NNG	전문__08 매각	specialized	A4.2+		GENERAL & ABSTRACT TERMS	연결
의무__01/NNG 설치__02/NNG	NNG NNG	의무__01 설치__02	installation	A1.1.1 S1.1.1		GENERAL & ABSTRACT TERMS	연결
여가__03/NNG 프로그램/NNG	NNG NNG	여가__03 프로그램	programs	Y2 P1		SCIENCE & TECHNOLOGY	연결
프로그램/NNG 위주/NNG	NNG NNG	프로그램 위주	programs	Y2 P1		SCIENCE & TECHNOLOGY	연결
정치__03/NNG 구호__02/NNG	NNG NNG	정치__03 구호__02	political	G1.2		GOVT. & THE PUBLIC DOMAIN	연결
노인__01/NNG 가정__06/NNG	NNG NNG	노인__01 가정__06	families	S4 A4.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
당시__02/NNG 유가족/NNG	NNG NNG	당시__02 유가족	families	S4 A4.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
가정__06/NNG 학생/NNG	NNG NNG	가정__06 학생	families	S4 A4.1		SOCIAL ACTIONS, STATES & PROCESSES	연결
시멘트/NNG 업계__01/NNG	NNG NNG	시멘트 업계__01	industry	I4c I2.1c		MONEY & COMMERCE	연결
청렴도/NNG 평가__03/NNG	NNG NNG	청렴도 평가__03	assessment	X2.4/A5 P1 I1.3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
아래__01/NNG 등__01/NNG	NNG NNG	아래__01 등__01	under	A13.6 M6 | S7.1- B1 | Z5		GENERAL & ABSTRACT TERMS	연결
정부__08/NNG 협의회/NNG	NNG NNG	정부__08 협의회	Council	G1.1c S7.1+/S5+c		GOVT. & THE PUBLIC DOMAIN	연결
세력/NNG 확장/NNG	NNG NNG	세력 확장	expansion	N3.2+/A2.1 A4.2-/A2.1		NUMBERS & MEASUREMENT	연결
유상__04/NNG 운송/NNG	NNG NNG	유상__04 운송	transportation	M2 M3		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
아파트/NNG 상가__08/NNG	NNG NNG	아파트 상가__08	apartment	H1/H4		ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
사설__04/NNG 업체/NNG	NNG NNG	사설__04 업체	company	I2.1/S5+c S5+c G3/S5+c S3.1 K4/S5+c		MONEY & COMMERCE	연결
전체__01/NNG 실적__05/NNG	NNG NNG	전체__01 실적__05	overall	A14 | B5 | N5.1+		GENERAL & ABSTRACT TERMS	연결
시정__09/NNG 요청/NNG	NNG NNG	시정__09 요청	request	Q2.1 Q2.2 | Q2.2 Q2.1		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
이날/NNG 온라인/NNG	NNG NNG	이날 온라인	online	Y2		SCIENCE & TECHNOLOGY	연결
전용__04/NNG 온라인/NNG	NNG NNG	전용__04 온라인	online	Y2		SCIENCE & TECHNOLOGY	연결
지원__02/NNG 대학__01/NNG	NNG NNG	지원__02 대학__01	universities	P1/H1c		EDUCATION	연결
출신/NNG 대학__01/NNG	NNG NNG	출신 대학__01	universities	P1/H1c		EDUCATION	연결
보병__01/NNG 사단__07/NNG	NNG NNG	보병__01 사단__07	soldiers	G3/S2mf		GOVT. & THE PUBLIC DOMAIN	연결
검사__03/NNG 위원__01/NNG	NNG NNG	검사__03 위원__01	inspection	X2.4/A5.3		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
기__21/NNG 이후__02/NNG	NNG NNG	기__21 이후__02	since	N4 | Z5		NUMBERS & MEASUREMENT	연결
벤처/NNG 투자__02/NNG	NNG NNG	벤처 투자__02	venture	M1 X8+ A15- Q2.2 | X8+ A15- I2.1		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
능력__02/NNG 부족__01/NNG	NNG NNG	능력__02 부족__01	lack	A9-		GENERAL & ABSTRACT TERMS	연결
친구__02/NNG 추가__02/NNG	NNG NNG	친구__02 추가__02	add	N5+/A2.1 N2 A1.8+		NUMBERS & MEASUREMENT	연결
측정__01/NNG 망__09/NNG	NNG NNG	측정__01 망__09	fine	A5.1+ | A5.1+ A4.2+ O4.5 O4.1 W4 N3.2- | G2.1 | G2.1/I1.3 | Z4		GENERAL & ABSTRACT TERMS	연결
택시/NNG 요금__01/NNG	NNG NNG	택시 요금__01	taxi	M3fn | M5 M2		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
우파__01/NNG 정당__07/NNG	NNG NNG	우파__01 정당__07	party	K1/S1.1.3+ | K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c		ENTERTAINMENT, SPORTS & GAMES	연결
상황__02/NNG 설명/NNG	NNG NNG	상황__02 설명	situation	A3+ O4.1 M6 I3.1@		GENERAL & ABSTRACT TERMS	연결
죽음__01/NNG 앞/NNG	NNG NNG	죽음__01 앞	death	L1-		LIFE & LIVING THINGS	연결
우정__02/NNG 여행__02/NNG	NNG NNG	우정__02 여행__02	trip	M1 F3% | M1 M2 S8-		MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
수석__02/NNG 재판__06/NNG	NNG NNG	수석__02 재판__06	prosecution	G2.1 G2.1/S5+		GOVT. & THE PUBLIC DOMAIN	연결
생활/NNG 모습__01/NNG	NNG NNG	생활 모습__01	lives	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1 | Z3c		LIFE & LIVING THINGS	연결
가격__03/NNG 비교__01/NNG	NNG NNG	가격__03 비교__01	comparison	A6.1		GENERAL & ABSTRACT TERMS	연결
추진__02/NNG 의지__06/NNG	NNG NNG	추진__02 의지__06	willingness	X7+ X5.2+		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
학생/NNG 자치__06/NNG	NNG NNG	학생 자치__06	student	P1/S2mf		EDUCATION	연결
해당__05/NNG 방송__01/NNG	NNG NNG	해당__05 방송__01	broadcast	Q4.3		LINGUISTIC ACTIONS, STATES & PROCESSES	연결
일반__02/NNG 좌석/NNG	NNG NNG	일반__02 좌석	regular	A6.2+ N6+ O4.1 I3.1 T2++ A13.3 | N6+/S2mf G3/S2mf		GENERAL & ABSTRACT TERMS	연결
정당__07/NNG 소속__01/NNG	NNG NNG	정당__07 소속__01	party	K1/S1.1.3+ | K1/S1.1.3+c G1.2c S1.1.3+/S2mf S5+c		ENTERTAINMENT, SPORTS & GAMES	연결
절차__02/NNG 간소화/NNG	NNG NNG	절차__02 간소화	procedures	X4.2		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
기존/NNG 지원__02/NNG	NNG NNG	기존 지원__02	existing	A3+		GENERAL & ABSTRACT TERMS	연결
올해/NNG 조사__30/NNG	NNG NNG	올해 조사__30	survey	X2.4		PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
