k_wpos	ko_pospat	ko	en	en_semantic_tags	category	note
분비물/NNG	NNG	분비물	secretions	O1.2	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
재투자하/VV	VV	재투자하	reinvest	I1.1/N6+	MONEY & COMMERCE	연결
강효상/NNP	NNP	강효상	Kang			미연결
수원지검/NNP	NNP	수원지검	Suwon			미연결
밀어내/VV	VV	밀어내	pushed	M2 A12- N5-	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
귀환하/VV	VV	귀환하	returned	A9- M1 | M1 A9- N6	GENERAL & ABSTRACT TERMS	연결
당황스럽/VA	VA	당황스럽	embarrassing	E4.1- E5-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
광산__01/NNG	NNG	광산__01	mines	I4/H1c G3	MONEY & COMMERCE	연결
국교__01/NNG	NNG	국교__01	diplomatic	G1.1 S1.2.4+	GOVT. & THE PUBLIC DOMAIN	연결
헌혈/NNG	NNG	헌혈	blood	B1	THE BODY & THE INDIVIDUAL	연결
복무하/VV	VV	복무하	serve	K5.1 | S8+ S7.1- I2.2 A9- F1 A1.1.1 I3.1 K5.1 G2.1	ENTERTAINMENT, SPORTS & GAMES	연결
거동__03/NNG	NNG	거동__03	move	M1 M2 A2.1+ H4/A2.1 K5.2 | M2 M1 A2.1+ E1 H4/A2.1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
구분__06/NNG	NNG	구분__06	classified	A10- A4.1 Q4.2 | A4.1 A10- | Q4.2	GENERAL & ABSTRACT TERMS	연결
입주자/NNG	NNG	입주자	resident	H4 | H4/S2mf	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
취급하/VV	VV	취급하	handling	A1.1.1 | A1.1.1 S7.1+ X9.2+	GENERAL & ABSTRACT TERMS	연결
외부__02/NNG	NNG	외부__02	externally	M6 G1.1/M7	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
현장실습/NNG	NNG	현장실습	field	F4 W3 M7 K5.1/M7 G3@ A4.1 | K5.1 A1.1.1	FOOD & FARMING	연결
활성화하/VV	VV	활성화하	promoting	S8+ I2.2/Q2.2 S7.1+/A2.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
선발진/NNG	NNG	선발진	starters	F1 O2 T2+ K5.1/S2mf	FOOD & FARMING	연결
영업정지/NNG	NNG	영업정지	business	I2.1 A1.1.1 A5.1+++	MONEY & COMMERCE	연결
벌어지__01/VV	VV	벌어지__01	widened	N3.7+/A2.1 N5+/A2.1 A4.2-/A2.1	NUMBERS & MEASUREMENT	연결
사용처/NNG	NNG	사용처	use	A1.5.1 | A1.5.1 S7.1+	GENERAL & ABSTRACT TERMS	연결
복원하__02/VV	VV	복원하__02	restoration	A2.1+ C1 A9- T1.1.1%	GENERAL & ABSTRACT TERMS	연결
군수__04/NNG	NNG	군수__04	Si/Gun			미연결
중저가/NNG	NNG	중저가	low	A5.1- | L2/Q2.1 | N3.7- N5- A5.1- A11.1- E4.1- X3.2- G2.2- S7.1- | N3.7- X3.2-	GENERAL & ABSTRACT TERMS	연결
통과되/VV	VV	통과되	passes	K5.1 X9.2+ Q1.2 W3 S3.2 | M1 A9- M2 K5.1 T1.3 T2- X9.2+ N5.2+ S7.4+ A5.4+/A8	ENTERTAINMENT, SPORTS & GAMES	연결
상실하__02/VV	VV	상실하__02	loses	X9.2- A9- M6/A5.3- L1-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
규정하__03/VV	VV	규정하__03	regulates	A1.7+/G1.1 A1.1.1	GENERAL & ABSTRACT TERMS	연결
직무교육/NNG	NNG	직무교육	training	P1 K5.1	EDUCATION	연결
먹__02/VV	VV	먹__02	grab	A9+ | A9+ O2	GENERAL & ABSTRACT TERMS	연결
비상대책/NNG	NNG	비상대책	interim	T1.3	TIME	연결
재계약/NNG	NNG	재계약	renewal	T2+/A2.1	TIME	연결
수치__04/NNG	NNG	수치__04	numbers	N5 N1 Q1.3 K2 Q4.2	NUMBERS & MEASUREMENT	연결
안락사/NNG	NNG	안락사	euthanized			미연결
감정적__01/NNG	NNG	감정적__01	emotionally	E1	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
미__14/NNG	NNG	미__14	beauty	O4.2+ B4 | Z3mfn	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
위치하/VV	VV	위치하	situated	M6 A2.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
연착되/VV	VV	연착되	delayed	T4-	TIME	연결
미안__01/NNG	NNG	미안__01	Sorry	Z4 | Z4 E4.1- O4.2-	NAMES & GRAMMATICAL WORDS	연결
방산__03/NNG	NNG	방산__03	defense	S8+ G3 G2.1c Q2.2 K5.1 S7.3+ P1	SOCIAL ACTIONS, STATES & PROCESSES	연결
양성__10/NNG	NNG	양성__10	nurturing	S1.1.1 A1.1.1 E1 S8+	SOCIAL ACTIONS, STATES & PROCESSES	연결
이송/NNG	NNG	이송	transport	M2 | M3 M2 M4 M5	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
활용도/NNG	NNG	활용도	utilized	A1.5.1	GENERAL & ABSTRACT TERMS	연결
보건법/NNG	NNG	보건법	Act	A1.1.1 K4 A5.4- G2.1 P1% | A1.1.1 T1.1.2 A8 K4	GENERAL & ABSTRACT TERMS	연결
생전__01/NNG	NNG	생전__01	life	L1+ A3+ T1.3 S1.1.1 A1.1.1 X5.2+ Q4.1 A11.1+++ A5.4+/C1 | Z3c	LIFE & LIVING THINGS	연결
혼란스럽__01/VA	VA	혼란스럽__01	confusing	X2.5-	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
부주의/NNG	NNG	부주의	negligence	A1.9 G2.2-	GENERAL & ABSTRACT TERMS	연결
부의장/NNG	NNG	부의장	Vice-Chairman	S7.1+/S2mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
공직__02/NNG	NNG	공직__02	Public	A10+ | S5+ A10+ | S5+c	GENERAL & ABSTRACT TERMS	연결
철학/NNG	NNG	철학	philosophies	P1 X2.1	EDUCATION	연결
독점하/VV	VV	독점하	monopolizing	S7.1+ S5-	SOCIAL ACTIONS, STATES & PROCESSES	연결
가요__02/NNG	NNG	가요__02	songs	K2	ENTERTAINMENT, SPORTS & GAMES	연결
기원__05/NNG	NNG	기원__05	origins	T2+ N2	TIME	연결
농가소득/NNG	NNG	농가소득	income	I1.1	MONEY & COMMERCE	연결
물놀이__02/NNG	NNG	물놀이__02	playing	K1 K5.1 K5.2 K2 K3 A1.1.1 K6	ENTERTAINMENT, SPORTS & GAMES	연결
계급__02/NNG	NNG	계급__02	rank	A5.1 S7.1++ | N5.2+ O4.2- N5++% | S7.1+ S5+ M3 A5.1 | Z3c Z1mf	GENERAL & ABSTRACT TERMS	연결
과업__02/NNG	NNG	과업__02	task	A1.1.1 P1	GENERAL & ABSTRACT TERMS	연결
군사분계선/NNG	NNG	군사분계선	Line	A1.1.1 | O4.4 A4.1 Q1.3 X4.2 Q3 Q1.2 Q2.1/K4 S4 S7.1 A1.7+ A6.1- I3.1 M4@c G3@ K5.1@	GENERAL & ABSTRACT TERMS	연결
올라서/VV	VV	올라서	rose	L3 F2 | L3 O4.3 | M1 N5+/A2.1 N3.2+/A2.1 S7.1+/A2.1 | Z1f	LIFE & LIVING THINGS	연결
점용/NNG	NNG	점용	use	A1.5.1 | A1.5.1 S7.1+	GENERAL & ABSTRACT TERMS	연결
세액/NNG	NNG	세액	tax	I1.1/G1.1 | I1.1/G1.1 A12-	MONEY & COMMERCE	연결
타살__01/NNG	NNG	타살__01	murder	L1- | L1- A12-	LIFE & LIVING THINGS	연결
진단서/NNG	NNG	진단서	medical	B3	THE BODY & THE INDIVIDUAL	연결
곤란하/VA	VA	곤란하	difficulty	A12-	GENERAL & ABSTRACT TERMS	연결
주류__03/NNG	NNG	주류__03	liquor	F2	FOOD & FARMING	연결
가창력/NNG	NNG	가창력	singing	K2	ENTERTAINMENT, SPORTS & GAMES	연결
이어서/MAG	MAG	이어서	Then	N4 Z5 T1.2 | T1.1.1 | Z5	NUMBERS & MEASUREMENT	연결
지급__01/NNG	NNG	지급__01	grant	A9- Q2.2 | I1 A9- | Z1mf	GENERAL & ABSTRACT TERMS	연결
수줍/VA	VA	수줍	shy	E5- | E5- S1.2.1- | E5- S1.2.3-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
반박하__01/VV	VV	반박하__01	refuting	A10+/A5.2-	GENERAL & ABSTRACT TERMS	연결
증가폭/NNG	NNG	증가폭	growth	N3.2+/A2.1 A5.1+/A2.1 L3 B2-	NUMBERS & MEASUREMENT	연결
참전하/VV	VV	참전하	participated	S1.1.3+	SOCIAL ACTIONS, STATES & PROCESSES	연결
멀리__01/MAG	MAG	멀리__01	distance	A1.9 | N3.3+ S1.2.1-	GENERAL & ABSTRACT TERMS	연결
정보통신부/NNG	NNG	정보통신부	Technology	Y1	SCIENCE & TECHNOLOGY	연결
유치__08/NNG	NNG	유치__08	host	S1.1.1 | S2mf B1@ Y2@ S9%	SOCIAL ACTIONS, STATES & PROCESSES	연결
소년단/NNG	NNG	소년단	BTS'			미연결
붙잡히/VV	VV	붙잡히	captured	A9+	GENERAL & ABSTRACT TERMS	연결
이변__05/NNG	NNG	이변__05	change	A2.1+ I1 B1 | A2.1+ I1 B5	GENERAL & ABSTRACT TERMS	연결
아프/VA	VA	아프	aches	B2- E4.2- X7+	THE BODY & THE INDIVIDUAL	연결
구조__05/NNG	NNG	구조__05	Rescue	S8+ | S8+ S8+/S5+c	SOCIAL ACTIONS, STATES & PROCESSES	연결
전세__07/NNG	NNG	전세__07	jeonse			미연결
집단적/NNG	NNG	집단적	collectively	S5+ N5+ A4.2-	SOCIAL ACTIONS, STATES & PROCESSES	연결
감수하__01/VV	VV	감수하__01	take	A9+ T1.3 C1 A1.1.1 M2 S7.1- A2.1+ X2.4 S6+ S7.4+ N3 A2.1+ P1 M1 X2.5+ F1@ F2@ Q1.2@ B3@ | Q4.3	GENERAL & ABSTRACT TERMS	연결
사실무근/NNG	NNG	사실무근	groundless	A5.2- A5.3-	GENERAL & ABSTRACT TERMS	연결
접목__02/NNG	NNG	접목__02	combined	A2.2 A1.8+ S5+c F4	GENERAL & ABSTRACT TERMS	연결
가까이/NNG	NNG	가까이	closer	N3.3-- A4.2++ S5++ S1.1.3++ A6.1++ E2++ W4	NUMBERS & MEASUREMENT	연결
억제하/VV	VV	억제하	suppress	S7.4- A10-	SOCIAL ACTIONS, STATES & PROCESSES	연결
생존하/VV	VV	생존하	alive	L1+ X5.2+	LIFE & LIVING THINGS	연결
화려하/VA	VA	화려하	splendor			미연결
이스트/NNG	NNG	이스트	East	M6	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
공동주관/NNG	NNG	공동주관	co-hosted			미연결
폭__06/NNG	NNG	폭__06	scope	A1.7- A4.1	GENERAL & ABSTRACT TERMS	연결
프로필/NNG	NNG	프로필	profiles	B1 Q1.1 | Q1.1	THE BODY & THE INDIVIDUAL	연결
반응하/VV	VV	반응하	responds	K2/S9 H2	ENTERTAINMENT, SPORTS & GAMES	연결
기압__02/NNG	NNG	기압__02	pressure	N3.5 S7.1+ E6- | S7.1+ E6-	NUMBERS & MEASUREMENT	연결
별표__01/NNG	NNG	별표__01	attached	A1.7+ A2.2 S3.2 E2+ M6	GENERAL & ABSTRACT TERMS	연결
진행__02/NNG	NNG	진행__02	hosting	S1.1.1 | S2mf B1@ Y2@ S9%	SOCIAL ACTIONS, STATES & PROCESSES	연결
연관되/VV	VV	연관되	linked	A2.2 S5+ M3 A1.1.1	GENERAL & ABSTRACT TERMS	연결
금연__01/NNG	NNG	금연__01	anti-smoking			미연결
차단하/VV	VV	차단하	cut	A1.1.1 N5-/A2.1 T2- B2- B5 Q4.3 S1.1.2+ F1 K5.1 F3 | A1.1.1 N5-/A2.1 T2- M1 Q4.3 K5.1 B1 F3 | O4.1 N5-/A2.1 T2- | Z2	GENERAL & ABSTRACT TERMS	연결
연장__05/NNG	NNG	연장__05	extra	N5++	NUMBERS & MEASUREMENT	연결
안정적/NNG	NNG	안정적	stably			미연결
기재하__01/VV	VV	기재하__01	entered	M1 S5+ Q1.2 | M1 S5+ Q1.2 T2+ A1.8+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
재수사/NNG	NNG	재수사	re-investigation			미연결
배상하__04/VV	VV	배상하__04	pay	I1.1/I3.1 | I1.2 A9- I1.1/I3.1	MONEY & COMMERCE	연결
지점장/NNG	NNG	지점장	branch	N5+ A2.1+ | S5+c L3 A4.1	NUMBERS & MEASUREMENT	연결
단계적/NNG	NNG	단계적	phased	E5-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
뛰어놀/VV	VV	뛰어놀	run	M1/N3.8+ G1.2 G2.1- X3.3 S7.1+ A1.1.1 T2++ M3 S4 A6.3+ K4 | M1/N3.8+ M1 B5 X8+ T1.3 X7/N5+ N5 K4 K5.1%	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
보이__02/VV	VV	보이__02	demonstrating	A10+ G1.2	GENERAL & ABSTRACT TERMS	연결
양해__03/NNG	NNG	양해__03	understand	X2.5+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
펼치/VV	VV	펼치	performing	A1.1.1 K4 X9.2+ | K1	GENERAL & ABSTRACT TERMS	연결
가왕/NNG	NNG	가왕	King	S7.1+/S2.2m	SOCIAL ACTIONS, STATES & PROCESSES	연결
엄격하__02/VA	VA	엄격하__02	rigorous	A1.7+ A4.2+	GENERAL & ABSTRACT TERMS	연결
박해__02/NNG	NNG	박해__02	persecuted	E3-	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
선거제도/NNG	NNG	선거제도	electoral	G1.2/X7+	GOVT. & THE PUBLIC DOMAIN	연결
전망하__02/VV	VV	전망하__02	forecasted	Q2.2/T1.1.3 X2.6+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
보육시설/NNG	NNG	보육시설	facilities	H1 O2 S8+ X9.1+	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
환급/NNG	NNG	환급	refunded			미연결
임기__01/NNG	NNG	임기__01	tenure	I3.1	MONEY & COMMERCE	연결
동절기/NNG	NNG	동절기	winter	H4/T1.3 | T1.3 | Z1mf	ARCHITECTURE, BUILDINGS, HOUSES & THE HOME	연결
꼭__03/MAG	MAG	꼭__03	absolutely	A13.2 Z4	GENERAL & ABSTRACT TERMS	연결
자동차/NNG	NNG	자동차	Vehicle	M3fn X4.2	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
접수하__02/VV	VV	접수하__02	accept	A9+ X2.5+ S1.2.1+ S7.4+	GENERAL & ABSTRACT TERMS	연결
악화__01/NNG	NNG	악화__01	worsen	A5.1-/A2.1	GENERAL & ABSTRACT TERMS	연결
어기__01/VV	VV	어기__01	violate	A1.1.2 E3- G2.2- G2.1-	GENERAL & ABSTRACT TERMS	연결
복지시설/NNG	NNG	복지시설	welfare	S8+ I1 G1.1c	SOCIAL ACTIONS, STATES & PROCESSES	연결
물러나/VV	VV	물러나	stepping	M1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
명령__01/NNG	NNG	명령__01	commands	S7.1+ Q2.2 | S7.1+ X9.1+	SOCIAL ACTIONS, STATES & PROCESSES	연결
구제__01/NNG	NNG	구제__01	relief	E4.1+ A1.7- S8+ G3 B3 I1.1 I3.1/S2mf C1%	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
보행/NNG	NNG	보행	walk	M1 | M1 L2 X9.2+/A12+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
운항하/VV	VV	운항하	operated	A1.1.1 B3	GENERAL & ABSTRACT TERMS	연결
제일__04/NNG	NNG	제일__04	most	A13.2 N5+++ | N5+++	GENERAL & ABSTRACT TERMS	연결
추궁하/VV	VV	추궁하	questioned	Q2.2 | Q2.2 X4.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
진단되/VV	VV	진단되	diagnosed	B3 X2.4	THE BODY & THE INDIVIDUAL	연결
상당하__02/VA	VA	상당하__02	quite	A13.5 A13.6 A13.2	GENERAL & ABSTRACT TERMS	연결
성실하__02/VA	VA	성실하__02	faithful	S6+ A5.2+ S9 | S9/S2c	SOCIAL ACTIONS, STATES & PROCESSES	연결
반응하/VV	VV	반응하	sensitive	X2.5+/E1 E6- O4.1 B1 A4.2+	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
노선__01/NNG	NNG	노선__01	subway	M3	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
시작되__01/VV	VV	시작되__01	originated	T2+	TIME	연결
국회의사당/NNG	NNG	국회의사당	Assembly	S5+c A9+ A1.1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
이송하/VV	VV	이송하	transfer	M6/A2.1+ A9- I3.1/A2.1+ Y2 M3 M4 M5 | M6/A2.1+ A9- I3.1/A2.1+ Y2 M3 M4 M5 C1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
분류하__02/VV	VV	분류하__02	classifying	A4.1	GENERAL & ABSTRACT TERMS	연결
남측/NNG	NNG	남측	southern	M6	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
표시되__02/VV	VV	표시되__02	shown	A10+ S1.1.1	GENERAL & ABSTRACT TERMS	연결
비판적/NNG	NNG	비판적	critically	Q2.2/E2- X2.4 A11.1+ A15-	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
안전__03/NNG	NNG	안전__03	Safe	A15+ A7+ | O2	GENERAL & ABSTRACT TERMS	연결
확산되/VV	VV	확산되	widespread	N5.1+ N3.6+/A2.1	NUMBERS & MEASUREMENT	연결
변호사/NNG	NNG	변호사	prosecutor	G2.1/I3.1/S2mf	GOVT. & THE PUBLIC DOMAIN	연결
명시되/VV	VV	명시되	stipulated	S6+	SOCIAL ACTIONS, STATES & PROCESSES	연결
서슴/VV	VV	서슴	hesitate	A7-	GENERAL & ABSTRACT TERMS	연결
관련하/VV	VV	관련하	Related	A2.2 S4	GENERAL & ABSTRACT TERMS	연결
감면__02/NNG	NNG	감면__02	reduced	N5-/A2.1 N3.2-/A2.1 A12-/A2.1 A2.2 F1	NUMBERS & MEASUREMENT	연결
실제적/NNG	NNG	실제적	practical	A1.6 O4.1 | Y1/P1	GENERAL & ABSTRACT TERMS	연결
천주교/NNG	NNG	천주교	Catholicism	S9 A6.2+	SOCIAL ACTIONS, STATES & PROCESSES	연결
금식__02/NNG	NNG	금식__02	fasting	F1- | N3.8+	FOOD & FARMING	연결
조율하__02/VV	VV	조율하__02	coordinating	S7.1+ | S7.1+ T1.1.2	SOCIAL ACTIONS, STATES & PROCESSES	연결
이례적/NNG	NNG	이례적	unusually	A6.2-	GENERAL & ABSTRACT TERMS	연결
차종__03/NNG	NNG	차종__03	type	A4.1 A6.2+ S1.2 Q1.2 | Q1.2	GENERAL & ABSTRACT TERMS	연결
재난/NNG	NNG	재난	Fire	I3.1- G3 M2 A2.2 Q2.2 | O4.6+	MONEY & COMMERCE	연결
탄력성/NNG	NNG	탄력성	elasticity	A2.1+ O4.5	GENERAL & ABSTRACT TERMS	연결
세무__04/NNG	NNG	세무__04	Tax	I1.1/G1.1 | I1.1/G1.1 A12-	MONEY & COMMERCE	연결
탄생/NNG	NNG	탄생	creation	A1.1.1 A2.2	GENERAL & ABSTRACT TERMS	연결
수요층/NNG	NNG	수요층	demand	Q2.2 S6+ X7+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
재발하/VV	VV	재발하	recur	N6+	NUMBERS & MEASUREMENT	연결
편성__02/NNG	NNG	편성__02	organize	S7.1+ O4.1 S5+@	SOCIAL ACTIONS, STATES & PROCESSES	연결
관할/NNG	NNG	관할	jurisdictional	G2.1	GOVT. & THE PUBLIC DOMAIN	연결
반대__03/NNG	NNG	반대__03	opposing	A6.1- | E2-	GENERAL & ABSTRACT TERMS	연결
확보하__01/VV	VV	확보하__01	acquire	A9+	GENERAL & ABSTRACT TERMS	연결
재해석하/VV	VV	재해석하	reinterpretation			미연결
전시__04/NNG	NNG	전시__04	displayed	A10+	GENERAL & ABSTRACT TERMS	연결
불완전하/VA	VA	불완전하	incomplete	N5.1-	NUMBERS & MEASUREMENT	연결
상표__02/NNG	NNG	상표__02	trademarks	Q1.1	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
악화하/VV	VV	악화하	deteriorating	A5.1-/A2.1	GENERAL & ABSTRACT TERMS	연결
품격/NNG	NNG	품격	Dignity	S7.2+	SOCIAL ACTIONS, STATES & PROCESSES	연결
황색/NNG	NNG	황색	yellow	O4.3	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
무작위/NNG	NNG	무작위	randomly	A1.4	GENERAL & ABSTRACT TERMS	연결
차등__03/NNG	NNG	차등__03	differential	A6.1- | N2 I1	GENERAL & ABSTRACT TERMS	연결
특사단/NNG	NNG	특사단	special	A4.2+ A6.2- | A4.2+ G2.1/S2mf	GENERAL & ABSTRACT TERMS	연결
철저히/MAG	MAG	철저히	completely	A13.2	GENERAL & ABSTRACT TERMS	연결
베이스볼/NNG	NNG	베이스볼	Baseball	K5.2	ENTERTAINMENT, SPORTS & GAMES	연결
절묘하/VA	VA	절묘하	exquisite	O4.2+ A5.1+ A11.1+	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
말산업/NNG	NNG	말산업	industry	I4c I2.1c	MONEY & COMMERCE	연결
고귀하__02/VA	VA	고귀하__02	noble	G2.2+ S7.1+ O4.2+	GOVT. & THE PUBLIC DOMAIN	연결
금융업/NNG	NNG	금융업	financial	I1	MONEY & COMMERCE	연결
돈__01/NNG	NNG	돈__01	Don	Z1m	NAMES & GRAMMATICAL WORDS	연결
발굴/NNG	NNG	발굴	excavating	A1.1.1	GENERAL & ABSTRACT TERMS	연결
주__01/VV	VV	주__01	Giving	A9- A1.1.1 | S1.2.2-	GENERAL & ABSTRACT TERMS	연결
여자아이/NNG	NNG	여자아이	girls	S2.1f L2f@	SOCIAL ACTIONS, STATES & PROCESSES	연결
의혹/NNG	NNG	의혹	allegedly	Q2.2/A5.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
탄생시키/VV	VV	탄생시키	create	A1.1.1 A2.2 E1	GENERAL & ABSTRACT TERMS	연결
환경적/NNG	NNG	환경적	environmental	W5 W3	THE WORLD & OUR ENVIRONMENT	연결
스키장/NNG	NNG	스키장	ski	K5.1	ENTERTAINMENT, SPORTS & GAMES	연결
유형__07/NNG	NNG	유형__07	Type	A4.1 A6.2+ S1.2 Q1.2 | Q1.2	GENERAL & ABSTRACT TERMS	연결
시연하__02/VV	VV	시연하__02	demonstrate	A10+ G1.2	GENERAL & ABSTRACT TERMS	연결
이탈리아어/NNG	NNG	이탈리아어	Italian	Z2 | Z2 Z2/Q3 | Z2/S2mf Z2/Q3 | Z2/S2mf Z2/Q3 F1	NAMES & GRAMMATICAL WORDS	연결
전곡__03/NNG	NNG	전곡__03	Jeongok			미연결
사진__07/NNG	NNG	사진__07	photographed	C1	ARTS & CRAFTS	연결
끝없이/MAG	MAG	끝없이	endlessly	T2+++	TIME	연결
엉덩이/NNG	NNG	엉덩이	butt	E3- | O2 F3 B1 E3- S7.1-@	EMOTIONAL ACTIONS, STATES & PROCESSES	연결
상수도/NNG	NNG	상수도	Waterworks	O1.2/H1c B1/E4.1-	SUBSTANCES, MATERIALS, OBJECTS & EQUIPMENT	연결
대행하__02/VV	VV	대행하__02	behalf	S1.1.1	SOCIAL ACTIONS, STATES & PROCESSES	연결
독립하/VV	VV	독립하	independence	S5-	SOCIAL ACTIONS, STATES & PROCESSES	연결
거대하/VA	VA	거대하	enormous	N3.2+++	NUMBERS & MEASUREMENT	연결
협상__01/NNG	NNG	협상__01	negotiated	Q2.2	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
이동시키/VV	VV	이동시키	moved	M1 E1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
징역형/NNG	NNG	징역형	imprisonment	G2.1 A1.7+	GOVT. & THE PUBLIC DOMAIN	연결
동작__03/NNG	NNG	동작__03	moves	M1 M2 A2.1+ H4/A2.1 K5.2 | M2 M1 A2.1+ E1 H4/A2.1	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
접점/NNG	NNG	접점	contacts	Q2.2 | S1.1.1 S2mf Q2.2 O3	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
넓/VA	VA	넓	widely	N5+ A4.2-	NUMBERS & MEASUREMENT	연결
발굴/NNG	NNG	발굴	excavated	A1.1.1	GENERAL & ABSTRACT TERMS	연결
미지수/NNG	NNG	미지수	uncertain	A7-	GENERAL & ABSTRACT TERMS	연결
아픔/NNG	NNG	아픔	pains	B2- E2- E4.1- | B2- E4.1-	THE BODY & THE INDIVIDUAL	연결
금융/NNG	NNG	금융	financially	I1	MONEY & COMMERCE	연결
추모하__02/VV	VV	추모하__02	memory	X2 X2.2+ S7.2+ Y2	PSYCHOLOGICAL ACTIONS, STATES & PROCESSES	연결
고정적/NNG	NNG	고정적	fixed	A1.7+ A2.1- X6+ | A1.7+ X6+ S8+/A1.1.2- A5.1+/A2.1 X5.1+ G2.2-	GENERAL & ABSTRACT TERMS	연결
완성차/NNG	NNG	완성차	automobile	M3	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
폭로하/VV	VV	폭로하	revealing	A10+	GENERAL & ABSTRACT TERMS	연결
입증되/VV	VV	입증되	proved	A5.2+ X2.4	GENERAL & ABSTRACT TERMS	연결
반응하/VV	VV	반응하	response	Q2.1 S1.1.2+	LINGUISTIC ACTIONS, STATES & PROCESSES	연결
고문__09/NNG	NNG	고문__09	adviser	S8+/S2mf	SOCIAL ACTIONS, STATES & PROCESSES	연결
취미생활/NNG	NNG	취미생활	hobbies	K1	ENTERTAINMENT, SPORTS & GAMES	연결
공조__05/NNG	NNG	공조__05	cooperative	S8+ | S8+/S5c	SOCIAL ACTIONS, STATES & PROCESSES	연결
해당하__04/VV	VV	해당하__04	applicable	A1.5.2+	GENERAL & ABSTRACT TERMS	연결
조달__03/NNG	NNG	조달__03	raising	M2 N5+/A2.1 A5.1+/A2.1 X3.2+ A9+ A1.1.1 A2.2 F4 Q2.2 S4 | M2 N5+/A2.1 A5.1+/A2.1 X3.2++ A9+ A1.1.1 A2.2 S1.1.1 F4	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
분권/NNG	NNG	분권	Decentralization	S5-	SOCIAL ACTIONS, STATES & PROCESSES	연결
중상__08/NNG	NNG	중상__08	injured	B2- A1.1.2 E1	THE BODY & THE INDIVIDUAL	연결
반대하__01/VV	VV	반대하__01	objected	A6.1- E2- | O2 X7+	GENERAL & ABSTRACT TERMS	연결
산책로/NNG	NNG	산책로	walking	M1 | M1 L2 X9.2+/A12+	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
임종__02/NNG	NNG	임종__02	Lim	Z1	NAMES & GRAMMATICAL WORDS	연결
바뀌/VV	VV	바뀌	turning	M1 M2 O4.4 A1.1.1 A2.1+ O4.2- | M2 M1 O4.4 A1.1.1 A2.1+ O4.2-	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
입/NNG	NNG	입	lips	B1 O2	THE BODY & THE INDIVIDUAL	연결
강진__06/NNG	NNG	강진__06	earthquake	W3	THE WORLD & OUR ENVIRONMENT	연결
내려지/VV	VV	내려지	given	A4.2+ A9- | A9- A1.1.1 | Z5	GENERAL & ABSTRACT TERMS	연결
맞은편/NNG	NNG	맞은편	across	M6 | Z5	MOVEMENT, LOCATION, TRAVEL & TRANSPORT	연결
